PAGA FOOTBALL APP — BASE DE DONNÉES EXERCICES COMPLÈTE (1150 exercices · PAGA + OTA + TC);;;;;;;;;;;;;;;;;;;;;;;;;
EXERCISE_ID;EXERCISE_NAME;MAIN_CATEGORY;SUB_CATEGORY;OBJECTIVE_PRIMARY;OBJECTIVE_SECONDARY;ENVIRONMENT;EQUIPMENT;EQUIPMENT_LEVEL;PRIORITY;SESSION_ROLE;MOVEMENT_PATTERN;VECTOR;CONTRACTION_TYPE;INTENSITY;NEURAL_LOAD;MECHANICAL_LOAD;METABOLIC_LOAD;SOLO_ONLY;FOOTBALL_TRANSFER;COMPATIBLE_DAYS;LEVEL;AGE_GROUP;POSITION_RELEVANCE;CONTRAINDICATIONS;PROGRESSION_GROUP
EX0255;Hanches rotations mini bandes;prevention;hip_prehab;hip_prehab;mobility;field;band;standard;core;prehab;rotation;rotational;concentric;low;low;low;low;yes;moderate;MD+2,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;hip_series
EX0256;Quadriceps élastique;lower_body_strength;squat_pattern;lower_body_strength;knee_rehab;field;band;standard;core;prehab;squat;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;knee;knee_series
EX0257;ROTATION HANCHES EXTERNE;prevention;hip_prehab;hip_prehab;mobility;field;none;minimal;core;prehab;rotation;rotational;concentric;low;low;low;low;yes;moderate;MD+2,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;hip_series
EX0258;ROTATION HANCHES INTERNE;prevention;hip_prehab;hip_prehab;mobility;field;none;minimal;core;prehab;rotation;rotational;concentric;low;low;low;low;yes;moderate;MD+2,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;hip_series
EX0259;Cheville Axe;prevention;ankle_prehab;ankle_prehab;mobility;field;none;minimal;core;prehab;rotation;rotational;concentric;low;low;low;low;yes;moderate;MD+2,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;ankle_series
EX0260;Cheville Renfo Latéral;prevention;ankle_prehab;ankle_prehab;strength;field;band;standard;core;prehab;shuffle;lateral;concentric;low;low;low;low;yes;moderate;MD+2,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;ankle_series
EX0261;Cheville Rotations sans appuis;prevention;ankle_prehab;ankle_prehab;mobility;field;none;minimal;core;prehab;rotation;rotational;concentric;low;low;low;low;yes;moderate;MD+2,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;ankle_series
EX0262;Cheville rotations externes;prevention;ankle_prehab;ankle_prehab;mobility;field;none;minimal;core;prehab;rotation;rotational;concentric;low;low;low;low;yes;moderate;MD+2,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;ankle_series
EX0263;Cheville rotations internes;prevention;ankle_prehab;ankle_prehab;mobility;field;none;minimal;core;prehab;rotation;rotational;concentric;low;low;low;low;yes;moderate;MD+2,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;ankle_series
EX0264;ABS AB Bicycle;core_abs;oblique_flexion;core_stability;rotation;field;none;minimal;core;core;rotation;rotational;concentric;moderate;moderate;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;abs_series
EX0265;ABS COMMANDO;core_static;plank;core_stability;upper_body;field;none;minimal;secondary;core;push;mixed;mixed;moderate;moderate;moderate;moderate;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;shoulder;abs_series
EX0266;ABS FLOOR WHIPPERS;core_abs;oblique_flexion;core_stability;mobility;field;none;minimal;secondary;core;rotation;rotational;concentric;moderate;moderate;low;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;abs_series
EX0267;ABS HEEL TAPS;core_abs;oblique_flexion;core_stability;coordination;field;none;minimal;core;core;rotation;rotational;concentric;low;low;low;low;yes;low;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;abs_series
EX0268;ABS HOLLOW BODY HOLD;core_static;anti_extension;core_stability;posture;field;none;minimal;core;core;carry;horizontal;isometric;moderate;moderate;low;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;abs_series
EX0269;ABS Jack knife oblique;core_abs;oblique_flexion;core_stability;rotation;field;none;minimal;secondary;core;rotation;rotational;concentric;moderate;moderate;low;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;abs_series
EX0270;ABS OBLIQUE ROLL DOWN;core_abs;oblique_flexion;core_stability;rotation;field;none;minimal;secondary;core;rotation;rotational;eccentric;moderate;moderate;low;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;abs_series
EX0271;ABS PLANCHE + FLEXIONS CROISÉES HANCHES;core_static;plank;core_stability;hip_mobility;field;none;minimal;secondary;core;carry;mixed;mixed;moderate;moderate;moderate;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;abs_series
EX0272;ABS Planche latérale coude genou;core_static;side_plank;core_stability;obliques;field;none;minimal;core;core;carry;lateral;isometric;moderate;moderate;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;plank_series
EX0273;ABS Planche latérale 1 jambe sur ballon;core_static;side_plank;core_stability;balance;gym;ball;pro;secondary;core;carry;lateral;isometric;moderate;moderate;moderate;low;yes;moderate;Tous;advanced;U16_U18,adult;universal;;plank_series
EX0274;ABS Planche latérale 1 jambe sur coude;core_static;side_plank;core_stability;obliques;field;none;minimal;secondary;core;carry;lateral;isometric;moderate;moderate;low;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;plank_series
EX0275;ABS Planche latérale 2 jambe sur ballon;core_static;side_plank;core_stability;balance;gym;ball;pro;secondary;core;carry;lateral;isometric;moderate;moderate;moderate;low;yes;moderate;Tous;advanced;U16_U18,adult;universal;;plank_series
EX0276;ABS Planche latérale statique 1 jambe adducteur sur ballon;core_static;side_plank;core_stability;adductors;gym;ball;pro;advanced;core;carry;lateral;isometric;moderate;moderate;moderate;low;yes;moderate;Tous;advanced;U16_U18,adult;universal;;plank_series
EX0277;ABS Planche latérale sur genou;core_static;side_plank;core_stability;obliques;field;none;minimal;core;core;carry;lateral;isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;plank_series
EX0278;ABS RAMEUR AXE;core_abs;trunk_flexion;core_stability;posture;field;none;minimal;core;core;crawl;horizontal;concentric;moderate;moderate;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;abs_series
EX0279;ABS RAMEUR OBLIQUES BAS;core_abs;oblique_flexion;core_stability;rotation;field;none;minimal;core;core;rotation;rotational;concentric;moderate;moderate;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;abs_series
EX0280;ABS RAMEUR OBLIQUES HAUT;core_abs;oblique_flexion;core_stability;rotation;field;none;minimal;core;core;rotation;rotational;concentric;moderate;moderate;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;abs_series
EX0281;ABS Rameur alterné 2;core_abs;trunk_flexion;core_stability;coordination;field;none;minimal;secondary;core;crawl;horizontal;concentric;moderate;moderate;low;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;abs_series
EX0282;ABS STAR CRUNCH;core_abs;trunk_flexion;core_stability;coordination;field;none;minimal;secondary;core;crawl;mixed;concentric;moderate;moderate;low;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;abs_series
EX0283;ABS X Plank;core_static;plank;core_stability;coordination;field;none;minimal;secondary;core;carry;mixed;isometric;moderate;moderate;low;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;plank_series
EX0284;Abs planche + rotation interne;core_static;plank;core_stability;obliques;field;none;minimal;secondary;core;rotation;rotational;mixed;moderate;moderate;low;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;plank_series
EX0285;Abs planche latérale 1 jambe sur main;core_static;side_plank;core_stability;balance;field;none;minimal;secondary;core;carry;lateral;isometric;moderate;moderate;low;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;plank_series
EX0286;ABS Russian twist avec ballon;core_abs;oblique_flexion;core_stability;rotation;field;ball;standard;core;core;rotation;rotational;concentric;moderate;moderate;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;abs_series
EX0287;ABS Russian twist + rebond ballon;core_abs;oblique_flexion;core_stability;rotation;field;ball;standard;secondary;core;rotation;rotational;concentric;moderate;moderate;low;moderate;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;abs_series
EX0288;ABS Relevè de genoux;core_abs;trunk_flexion;core_stability;hip_flexor;field;none;minimal;core;core;crawl;horizontal;concentric;moderate;moderate;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;abs_series
EX0289;ABS Relevé de buste bras tendus avec ballon;core_abs;trunk_flexion;core_stability;hip_flexor;field;ball;standard;secondary;core;crawl;horizontal;concentric;moderate;moderate;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;abs_series
EX0290;ABS Relevés de genoux position pompes sur ballon;core_abs;trunk_flexion;core_stability;hip_flexor;gym;ball;pro;secondary;core;crawl;mixed;concentric;moderate;moderate;moderate;moderate;yes;moderate;Tous;advanced;U16_U18,adult;universal;shoulder;abs_series
EX0291;ABS 8 rameur avec ballon;core_abs;trunk_flexion;core_stability;rotation;field;ball;standard;secondary;core;crawl;mixed;concentric;moderate;moderate;low;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;abs_series
EX0292;Abs Jacknife TRX;core_abs;pike;core_stability;hip_flexor;gym;trx;pro;secondary;core;crawl;horizontal;concentric;high;moderate;moderate;low;yes;moderate;Tous;advanced;U16_U18,adult;universal;shoulder;abs_series
EX0293;abs Pike TRX sur les mains;core_abs;pike;core_stability;upper_body;gym;trx;pro;advanced;core;crawl;mixed;concentric;high;moderate;moderate;low;yes;moderate;Tous;advanced;U16_U18,adult;universal;shoulder;abs_series
EX0294;Abs rameur élastique +tirage dos;core_abs;trunk_flexion;core_stability;upper_body;hybrid;band;standard;secondary;core;pull;mixed;concentric;moderate;moderate;moderate;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;abs_series
EX0295;ABS Obliques ballon entre les genoux;core_abs;oblique_flexion;core_stability;adductors;field;ball;standard;secondary;core;rotation;rotational;concentric;moderate;moderate;low;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;abs_series
EX0296;ABS Rameur axe ballon entre genoux;core_abs;trunk_flexion;core_stability;adductors;field;ball;standard;secondary;core;crawl;horizontal;concentric;moderate;moderate;low;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;abs_series
EX0297;ABS Rameur axe ballon entre les pieds;core_abs;trunk_flexion;core_stability;hip_flexor;field;ball;standard;secondary;core;crawl;horizontal;concentric;moderate;moderate;low;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;abs_series
EX0298;ABS Rameur obliques ballon entre les pieds;core_abs;oblique_flexion;core_stability;rotation;field;ball;standard;secondary;core;rotation;rotational;concentric;moderate;moderate;low;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;abs_series
EX0299;ABS relevé de buste axe ballon entre les genoux;core_abs;trunk_flexion;core_stability;adductors;field;ball;standard;secondary;core;crawl;horizontal;concentric;moderate;moderate;low;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;abs_series
EX0300;ABS statique ballon entre les pieds;core_static;anti_extension;core_stability;hip_flexor;field;ball;standard;secondary;core;carry;horizontal;isometric;moderate;moderate;low;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;abs_series
EX0301;ABS toucher ballon jambe tendue;core_abs;trunk_flexion;core_stability;hamstrings;field;ball;standard;secondary;core;crawl;horizontal;concentric;moderate;moderate;low;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;abs_series
EX0302;ABS échange ballon pied-main;core_abs;trunk_flexion;core_stability;coordination;field;ball;standard;secondary;core;crawl;horizontal;concentric;moderate;moderate;low;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;abs_series
EX0303;Abs synchro haut et bas ballon pied;core_abs;trunk_flexion;core_stability;coordination;field;ball;standard;secondary;core;crawl;mixed;concentric;moderate;moderate;low;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;abs_series
EX0304;SIT UP AVEC EXTENSION DES BRAS;core_abs;trunk_flexion;core_stability;posture;field;none;minimal;core;core;crawl;horizontal;concentric;moderate;moderate;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;abs_series
EX0305;OBLIQUES PIEDS AU SOL;core_abs;oblique_flexion;core_stability;rotation;field;none;minimal;core;core;rotation;rotational;concentric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;abs_series
EX0306;Séance abdominaux;core_abs;trunk_flexion;core_stability;conditioning;field;none;minimal;core;core;crawl;mixed;mixed;moderate;moderate;low;moderate;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;abs_series
EX0307;SHOULDER TAP;core_static;plank;core_stability;balance;field;none;minimal;core;core;carry;mixed;isometric;moderate;moderate;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;plank_series
EX0308;SHOULDER TAP + OPEN CLOSE LEG;core_static;plank;core_stability;balance;field;none;minimal;secondary;core;carry;mixed;isometric;moderate;moderate;low;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;plank_series
EX0309;Dead bug inversé;core_abs;anti_extension;core_stability;lumbar;field;none;minimal;core;core;crawl;horizontal;isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;abs_series
EX0310;Dead bug inversé + genou;core_abs;anti_extension;core_stability;hip_flexor;field;none;minimal;secondary;core;crawl;horizontal;mixed;low;moderate;low;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;abs_series
EX0311;gainage lombaire;trunk_extension;lumbar_extension;core_stability;posture;field;none;minimal;core;prehab;carry;horizontal;isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;lumbar_series
EX0312;gainage lombaire une jambe en alternance;trunk_extension;lumbar_extension;core_stability;balance;field;none;minimal;core;prehab;carry;horizontal;isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;lumbar_series
EX0313;Gainage lombaire une jambe en alternance;trunk_extension;lumbar_extension;core_stability;balance;field;none;minimal;core;prehab;carry;horizontal;isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;lumbar_series
EX0314;Moutain climber + pompes sur ballon;upper_body_push;horizontal_push;upper_body_strength;core;gym;ball;pro;secondary;main;push;horizontal;mixed;moderate;moderate;moderate;moderate;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;shoulder;push_series
EX0315;Rotations 1 élastique;core_static;anti_rotation;core_stability;rotation;field;band;standard;core;core;rotation;rotational;concentric;low;moderate;low;low;yes;high;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;core_series
EX0316;Rotations bas du corps;core_abs;oblique_flexion;core_stability;hip_mobility;field;none;minimal;core;core;rotation;rotational;concentric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;abs_series
EX0317;Rotations torse 2 élastique;core_static;anti_rotation;core_stability;rotation;field;band;standard;core;core;rotation;rotational;concentric;low;moderate;low;low;yes;high;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;core_series
EX0318;Lombaires 2 appuis avec ballon;trunk_extension;posterior_chain_extension;lumbar_strength;posture;gym;ball;pro;core;prehab;carry;horizontal;concentric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;back;lumbar_series
EX0319;Lombaires 2 jambes sur ballon;trunk_extension;posterior_chain_extension;lumbar_strength;glutes;gym;ball;pro;secondary;prehab;carry;horizontal;isometric;moderate;low;moderate;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;back;lumbar_series
EX0320;Lombaires alternance 1 jambe - position pompe sur ballon;trunk_extension;posterior_chain_extension;lumbar_strength;balance;gym;ball;pro;secondary;prehab;carry;horizontal;concentric;moderate;low;moderate;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;shoulder;lumbar_series
EX0321;Lombaires floor T raise;trunk_extension;posterior_chain_extension;lumbar_strength;scapular;field;none;minimal;core;prehab;carry;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;lumbar_series
EX0322;Lombaires floor Y raise;trunk_extension;posterior_chain_extension;lumbar_strength;scapular;field;none;minimal;core;prehab;carry;horizontal;concentric;low;low;low;low;yes;moderate;MD+2,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;lumbar_series
EX0323;Lombaires ischios 1 jambe équilibre sur ballon;trunk_extension;posterior_chain_extension;lumbar_strength;hamstrings;gym;ball;pro;secondary;prehab;hinge;horizontal;concentric;moderate;moderate;moderate;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;hamstring;lumbar_series
EX0324;Lombaires ischios 2 jambes équilibre sur ballon;trunk_extension;posterior_chain_extension;lumbar_strength;hamstrings;gym;ball;pro;secondary;prehab;hinge;horizontal;concentric;moderate;moderate;moderate;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;lumbar_series
EX0325;Lombaires planche 3 appuis avec ballon;trunk_extension;posterior_chain_extension;lumbar_strength;balance;gym;ball;pro;secondary;prehab;carry;horizontal;isometric;moderate;moderate;moderate;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;shoulder;lumbar_series
EX0326;Lombaires sur ballon avec changements de jambe;trunk_extension;posterior_chain_extension;lumbar_strength;coordination;gym;ball;pro;secondary;prehab;hinge;horizontal;concentric;moderate;moderate;moderate;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;lumbar_series
EX0327;Lombaires sur ballon une jambe;trunk_extension;posterior_chain_extension;lumbar_strength;balance;gym;ball;pro;secondary;prehab;hinge;horizontal;concentric;moderate;moderate;moderate;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;lumbar_series
EX0328;lombaires pulse rows;trunk_extension;posterior_chain_extension;lumbar_strength;upper_body;field;none;minimal;secondary;prehab;carry;horizontal;concentric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;lumbar_series
EX0329;lombaires superman towel row;trunk_extension;posterior_chain_extension;lumbar_strength;upper_body;field;none;minimal;secondary;prehab;carry;horizontal;concentric;low;low;low;low;yes;moderate;Tous;intermediate;U13_U15,U16_U18,adult;universal;;lumbar_series
EX0330;JUMP PROPRIOCEPTION;proprioception;landing_stability;proprioception;plyometric;field;none;minimal;core;prehab;jump;vertical;stretch_shortening;moderate;moderate;moderate;moderate;yes;high;MD+2,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;proprioception_series
EX0331;Proprioception + vitesse;proprioception;single_leg_stability;proprioception;speed;field;none;minimal;secondary;prehab;sprint;mixed;reactive;moderate;high;low;moderate;yes;high;MD+2;intermediate;U13_U15,U16_U18,adult;universal;;proprioception_series
EX0332;Proprioception droite gauche rapidité intérieur;proprioception;single_leg_stability;proprioception;coordination;field;none;minimal;core;prehab;shuffle;lateral;reactive;moderate;moderate;low;moderate;yes;high;MD+2,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;proprioception_series
EX0333;Proprioception droite gauche rapidité extérieur;proprioception;single_leg_stability;proprioception;coordination;field;none;minimal;core;prehab;shuffle;lateral;reactive;moderate;moderate;low;moderate;yes;high;MD+2,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;proprioception_series
EX0334;Proprioception horloge;proprioception;clock_drill;proprioception;balance;field;none;minimal;core;prehab;shuffle;mixed;isometric;low;moderate;low;low;yes;moderate;MD+2,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;ankle;proprioception_series
EX0335;Proprioception rotation externe;proprioception;rotational_stability;proprioception;hip_stability;field;none;minimal;core;prehab;rotation;rotational;isometric;low;moderate;low;low;yes;moderate;MD+2,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;proprioception_series
EX0336;Proprioception saut 1 jambe et stabilisation;proprioception;landing_stability;proprioception;plyometric;field;none;minimal;core;prehab;jump;vertical;stretch_shortening;moderate;moderate;moderate;moderate;yes;high;MD+2,MD-2;intermediate;U10_U12,U13_U15,U16_U18,adult;universal;ankle;proprioception_series
EX0337;Proprioception sauts avant arrière;proprioception;landing_stability;proprioception;plyometric;field;none;minimal;core;prehab;jump;horizontal;stretch_shortening;moderate;moderate;moderate;moderate;yes;high;MD+2,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;ankle;proprioception_series
EX0338;Proprioception sauts latéraux;proprioception;landing_stability;proprioception;agility;field;none;minimal;core;prehab;jump;lateral;stretch_shortening;moderate;moderate;moderate;moderate;yes;high;MD+2,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;ankle;proprioception_series
EX0339;Proprioception tour;proprioception;rotational_stability;proprioception;agility;field;none;minimal;secondary;prehab;jump;rotational;stretch_shortening;moderate;high;low;moderate;yes;high;MD+2;intermediate;U13_U15,U16_U18,adult;universal;ankle;proprioception_series
EX0340;proprioception rotations extérieur-intérieur;proprioception;rotational_stability;proprioception;hip_stability;field;none;minimal;core;prehab;rotation;rotational;isometric;low;moderate;low;low;yes;moderate;MD+2,MD-2;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;proprioception_series
EX0341;MOBILITÉ ISCHIOS ET ABDUCTEURS;mobility;hamstrings;mobility;flexibility;field;none;minimal;core;activation;carry;mixed;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;mobility_series
EX0342;MOBILITÉ ISCHIOS ET ADDUCTEURS;mobility;adductors;mobility;flexibility;field;none;minimal;core;activation;carry;mixed;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;mobility_series
EX0343;Mobilité adducteurs;mobility;adductors;mobility;flexibility;field;none;minimal;core;activation;carry;lateral;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;groin;mobility_series
EX0344;mobilité latérale adducteurs;mobility;adductors;mobility;flexibility;field;none;minimal;core;activation;lunge;lateral;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;mobility_series
EX0345;Mobilité avant arrière;mobility;hips;mobility;flexibility;field;none;minimal;core;activation;carry;horizontal;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;mobility_series
EX0346;Mobilité élévations latérales;mobility;shoulders;mobility;flexibility;field;none;minimal;core;activation;carry;lateral;post_isometric;low;low;low;low;yes;low;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;mobility_series
EX0347;Mobilité griffé ischios;mobility;hamstrings;mobility;flexibility;field;none;minimal;core;activation;sprint;horizontal;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;mobility_series
EX0348;Mobilité ischios avant;mobility;hamstrings;mobility;flexibility;field;none;minimal;core;activation;carry;horizontal;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;mobility_series
EX0349;Mobilité ischios arrière;mobility;hamstrings;mobility;flexibility;field;none;minimal;core;activation;carry;horizontal;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;mobility_series
EX0350;Mobilité rotations externes hanches;mobility;hips;mobility;hip_stability;field;none;minimal;core;activation;rotation;rotational;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;mobility_series
EX0351;Mobilité Rotations haut du corps;mobility;thoracic;mobility;flexibility;field;none;minimal;core;activation;rotation;rotational;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;mobility_series
EX0352;Mobilité hanches au sol;mobility;hips;mobility;flexibility;field;none;minimal;core;activation;rotation;rotational;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;mobility_series
EX0353;Mobilité rotations bassin;mobility;hips;mobility;flexibility;field;none;minimal;core;activation;rotation;rotational;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;mobility_series
EX0354;Epaules mobilité élastique;mobility;shoulders;mobility;flexibility;field;band;standard;core;activation;rotation;rotational;post_isometric;low;low;low;low;yes;low;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;mobility_series
EX0355;down ward dog ischios;mobility;hamstrings;mobility;flexibility;field;none;minimal;core;activation;carry;horizontal;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;mobility_series
EX0356;Stretch Adducteurs au sol;mobility;adductors;mobility;flexibility;field;none;minimal;core;recovery;carry;lateral;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;stretch_series
EX0357;Stretch Adducteurs 2 au sol;mobility;adductors;mobility;flexibility;field;none;minimal;secondary;recovery;carry;lateral;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;stretch_series
EX0358;Stretch Fessiers;mobility;hips;mobility;flexibility;field;none;minimal;core;recovery;rotation;rotational;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;stretch_series
EX0359;Stretch fessiers;mobility;hips;mobility;flexibility;field;none;minimal;core;recovery;rotation;rotational;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;stretch_series
EX0360;Stretch Hanches au sol;mobility;hips;mobility;flexibility;field;none;minimal;core;recovery;rotation;rotational;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;stretch_series
EX0361;Stretch Hanches debout;mobility;hips;mobility;flexibility;field;none;minimal;core;recovery;rotation;rotational;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;stretch_series
EX0362;Stretch Ischios (arrière cuisse);mobility;hamstrings;mobility;flexibility;field;none;minimal;core;recovery;carry;horizontal;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;stretch_series
EX0363;Stretch Ischios au sol;mobility;hamstrings;mobility;flexibility;field;none;minimal;core;recovery;carry;horizontal;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;stretch_series
EX0364;Stretch Lombaires;mobility;spine;mobility;flexibility;field;none;minimal;core;recovery;rotation;rotational;post_isometric;low;low;low;low;yes;moderate;Tous;beginner;U10_U12,U13_U15,U16_U18,adult;universal;;stretch_series
